Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
2016-12-12T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,F5 St. Patrick's Day Dash,S17MR030,03/12/2017 12:00:00 AM,03/12/2017 12:00:00 AM,,Downtown,7,West,Detlef Schrempf Foundation,9400
2017-02-09T00:00:00.000,Complete,Special Event,Commercial,,All Hands,S17MR117,03/14/2017 12:00:00 AM,03/14/2017 12:00:00 AM,,Queen Anne,7,West,Spplus,
2017-03-14T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Pier 70 Graham and Dunn,S17MR186,03/16/2017 12:00:00 AM,03/16/2017 12:00:00 AM,,Downtown,7,West,Butler Valet,200
2016-12-28T00:00:00.000,Complete,Special Event,Commercial,,5th Ave Theatre Student Matinee for Pajama Game,S17MR046,03/16/2017 12:00:00 AM,03/17/2017 12:00:00 AM,,Downtown,7,West,The 5th Ave Theatre,1800
2017-03-14T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Quality Athletics,S17MR187,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,,Pioneer Square,3,West,Butler Valet,50
2017-03-08T00:00:00.000,Complete,Valet Parking,,,Four Park Avenue - Pacific Northwest Ballet,S17MR175,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,,Lower Queen Anne,7,West,Four Park Avenue,45
2016-12-09T00:00:00.000,Cancelled,Special Event,Athletic,Run/Walk,March on 5K,S17MR026,03/11/2017 12:00:00 AM,03/17/2017 12:00:00 AM,Greenlake Park,Green Lake,6,North,March on 5K,170
2017-03-09T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (3.17),S17MR182,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,100
2017-01-30T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees concert (3.17),S17MR103,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,,Downtown,7,West,Seattle Symphony,166
2017-03-14T00:00:00.000,Complete,Valet Parking,,,Butler Valet - O'Dea High School,S17MR188,03/18/2017 12:00:00 AM,03/18/2017 12:00:00 AM,,First Hill,3,East,Butler Valet,200
2017-01-11T00:00:00.000,Complete,Special Event,Commercial,,Debuts & Discoveries,S17MR069,03/18/2017 12:00:00 AM,03/18/2017 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,University Sunrise Rotary Club,850
2017-03-15T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (3.19),S17MR197,03/19/2017 12:00:00 AM,03/19/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-01-21T00:00:00.000,Complete,Special Event,Commercial,,St. Patrick's Day Festival,S17MR093,03/17/2017 12:00:00 AM,03/19/2017 12:00:00 AM,,Downtown,7,West,Kells Irish Restaurant,1200
2017-03-07T00:00:00.000,Complete,Special Event,Commercial,,National Geographic student matinee (3.21),S17MR172,03/21/2017 12:00:00 AM,03/21/2017 12:00:00 AM,,Downtown,7,West,National Geographic/Seattle Symphony,2220
2016-03-15T00:00:00.000,Complete,Special Event,Commercial,,"National Geographic Live! Student Series: Rhinos, Rickshaws & Revolutions",S16MR177,03/21/2016 12:00:00 AM,03/22/2017 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2300
2017-02-15T00:00:00.000,Complete,Special Event,Commercial,,Starbucks Coffee Company Annual Shareholders Meeting,S17MR132,03/22/2017 12:00:00 AM,03/22/2017 12:00:00 AM,,Queen Anne,7,West,Starbucks Coffee Company,2730
2017-03-09T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (3.23),S17MR180,03/23/2017 12:00:00 AM,03/23/2017 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,150
2017-03-13T00:00:00.000,Complete,Special Event,Commercial,,Northwest School Spring ArtsFest,S17MR184,03/24/2017 12:00:00 AM,03/24/2017 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,500
2017-02-01T00:00:00.000,Complete,Special Event,Community,,Magnolia Little League Season Kickoff Parade,S17MR106,03/25/2017 12:00:00 AM,03/25/2017 12:00:00 AM,,Magnolia,7,West,Magnolia Little League,2070
2017-03-09T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Fremont Studios,S17MR181,03/25/2017 12:00:00 AM,03/25/2017 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,150
2017-03-07T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Showbox Sodo,S17MR173,03/25/2017 12:00:00 AM,03/25/2017 12:00:00 AM,,Duwamish / SODO,2,West,Red Carpet Valet,50
2017-03-15T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (3.25),S17MR198,03/25/2017 12:00:00 AM,03/25/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-01-30T00:00:00.000,Complete,Special Event,Athletic,Water,UW Rowing - Class Day Regatta,S17MR101,03/25/2017 12:00:00 AM,03/25/2017 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",University of Washington Rowing,650
2017-03-22T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (3.30),S17MR218,03/30/2017 12:00:00 AM,03/30/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,150
2017-02-28T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees concert (3.31),S17MR162,03/31/2017 12:00:00 AM,03/31/2017 12:00:00 AM,,Downtown,7,West,Seattle Symphony,286
2017-03-15T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (3.31),S17MR199,03/31/2017 12:00:00 AM,03/31/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-03-01T00:00:00.000,Complete,Special Event,Free Speech,,March for Health: Seattle,S17AP165,04/01/2017 12:00:00 AM,04/01/2017 12:00:00 AM,Westlake Park,Downtown,7,West,March for Health,920
2016-11-30T00:00:00.000,Cancelled,Special Event,Athletic,Run/Walk,Running of the Beavers Run/Walk,S17AP012,04/01/2017 12:00:00 AM,04/01/2017 12:00:00 AM,Golden Gardens Park,Ballard,6,North,Ballard High School Foundation,600
2017-01-30T00:00:00.000,Complete,Special Event,Athletic,Water,UW Rowing - Husky Open,S17AP102,04/01/2017 12:00:00 AM,04/01/2017 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",University of Washington Rowing,730
2017-03-10T00:00:00.000,Complete,Special Event,Commercial,,National Geographic student matinee (4.4),S17AP185,04/04/2017 12:00:00 AM,04/04/2017 12:00:00 AM,,Downtown,7,West,National Geographic/Seattle Symphony,2000
2017-03-29T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Gen Next / Premiere on Pine,S17AP235,04/06/2017 12:00:00 AM,04/06/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,25
2016-12-07T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Seattle Magazine Brunch Run,S17AP033,04/08/2017 12:00:00 AM,04/08/2017 12:00:00 AM,,Laurelhurst / Sand Point,4,North,Seattle Magazine and Run for Good Racing Co.,930
2017-01-31T00:00:00.000,Complete,Special Event,Community,,SODO Flea (4.8),S17AP105,04/08/2017 12:00:00 AM,04/08/2017 12:00:00 AM,,Duwamish / SODO,2,West,SODO Flea,2000
2016-12-09T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Walk MS/ Run MS,S17AP032,04/09/2017 12:00:00 AM,04/09/2017 12:00:00 AM,,University District,4,North,National MS Society - Greater NW Chapter,4000
2017-04-04T00:00:00.000,Complete,Valet Parking,,,Four Park Avenue - Pacific Northwest Ballet (4.14),S17AP254,04/14/2017 12:00:00 AM,04/14/2017 12:00:00 AM,,Lower Queen Anne,7,West,Four Park Avenue,45
2017-03-24T00:00:00.000,Issued,Special Event,Free Speech,,Black Lives Matter - March on Seattle 2.0,S17AP222,04/15/2017 12:00:00 AM,04/15/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Black Liberation Front Seattle,40050
2017-02-23T00:00:00.000,Complete,Special Event,Free Speech,,BLM - Tax March,S17AP152,04/15/2017 12:00:00 AM,04/15/2017 12:00:00 AM,,Downtown,7,West,BLM Tax March,20000
2017-03-23T00:00:00.000,Cancelled,Special Event,Community,,World Book Day,S17AP220,04/20/2017 12:00:00 AM,04/20/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Amazon,
2016-12-22T00:00:00.000,Complete,Special Event,Commercial,,WE Day Seattle,S17AP042,04/21/2017 12:00:00 AM,04/21/2017 12:00:00 AM,,Queen Anne,7,West,WE Charity,12100
2017-02-09T00:00:00.000,Cancelled,Special Event,Free Speech,,Kid March for Science,S17AP114,04/22/2017 12:00:00 AM,04/22/2017 12:00:00 AM,,Ballard,6,North,Andrea Gomes Morrison,410
2017-02-23T00:00:00.000,Complete,Special Event,Free Speech,,March for Science,S17AP151,04/22/2017 12:00:00 AM,04/22/2017 12:00:00 AM,,Multiple Neighborhoods,27,West,March for Science - Earth Day,
2017-02-15T00:00:00.000,Complete,Special Event,Commercial,,Nalamasu Baraat Processional,S17AP134,04/22/2017 12:00:00 AM,04/22/2017 12:00:00 AM,,Downtown,7,West,Sukanya Nalamasu,55
2016-12-21T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,The Tenacious Ten Presented by Oiselle,S17AP048,04/22/2017 12:00:00 AM,04/22/2017 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,34,"East, North",Snohomish Running Company,3100
2017-01-30T00:00:00.000,Complete,Special Event,Athletic,Water,UW Rowing - Cal Dual,S17AP100,04/22/2017 12:00:00 AM,04/22/2017 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",University of Washington Rowing,390
2017-03-31T00:00:00.000,Complete,Special Event,Community,,Volunteer Day,S17AP247,04/22/2017 12:00:00 AM,04/22/2017 12:00:00 AM,,Beacon Hill,2,South,El Centro de la Raza,350
2017-04-19T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Metier Racing and Coffee,S17AP286,04/25/2017 12:00:00 AM,04/25/2017 12:00:00 AM,,First Hill,3,East,Red Carpet Valet,40
2017-04-21T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Coterie Worklounge,S17AP287,04/26/2017 12:00:00 AM,04/26/2017 12:00:00 AM,,Downtown,7,West,Butler Valet,50
2017-04-21T00:00:00.000,Complete,Valet Parking,,,Butler Valet - The Foundry by Herban Feast (4.27),S17AP288,04/27/2017 12:00:00 AM,04/27/2017 12:00:00 AM,,Duwamish / SODO,2,South,Butler Valet,100
2017-01-23T00:00:00.000,Complete,Special Event,Commercial,,National Film Festival For Talented Youth (NFFTY) 2017 Opening Night,S17AP089,04/27/2017 12:00:00 AM,04/27/2017 12:00:00 AM,,Downtown,7,West,The Talented Youth,750
2016-12-14T00:00:00.000,Cancelled,Special Event,Free Speech,,Take Back the Night,S17AP036,04/27/2017 12:00:00 AM,04/27/2017 12:00:00 AM,,Downtown,7,West,Mayor's Office on Domestic Violence & Sexual Assault,1050
2017-02-15T00:00:00.000,Complete,Special Event,Community,,Cornish College of the Arts BFA EXPO 2017,S17AP131,04/28/2017 12:00:00 AM,04/28/2017 12:00:00 AM,,Capitol Hill,7,East,Cornish College of the Arts,975
2017-01-09T00:00:00.000,Complete,Special Event,Community,,Green Lake Food Walk,S17AP060,04/29/2017 12:00:00 AM,04/29/2017 12:00:00 AM,,Green Lake,6,North,Green Lake Chamber of Commerce,910
2017-04-05T00:00:00.000,Complete,Special Event,Community,,Healthy Kids Day,S17AP267,04/29/2017 12:00:00 AM,04/29/2017 12:00:00 AM,,West Seattle,1,Southwest,West Seattle YMCA,970
2017-03-27T00:00:00.000,Complete,Special Event,Free Speech,,People's Climate March,S17AP230,04/29/2017 12:00:00 AM,04/29/2017 12:00:00 AM,Westlake Park,Downtown,7,West,People's Climate March,
2017-03-15T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (4.29),S17AP219,04/29/2017 12:00:00 AM,04/29/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-03-17T00:00:00.000,Cancelled,Special Event,Commercial,,Benefit Dinner for Willowood Farm,S17AP207,04/30/2017 12:00:00 AM,04/30/2017 12:00:00 AM,,Capitol Hill,3,East,Outstanding in the Field,320
2017-04-21T00:00:00.000,Complete,Valet Parking,,,Butler Valet - FareStart,S17AP289,04/30/2017 12:00:00 AM,04/30/2017 12:00:00 AM,,Downtown,7,West,Butler Valet,100
2017-04-10T00:00:00.000,Complete,Special Event,Community,,Jackson Street Workers Mural Unveiling and Celebration,S17AP268,04/30/2017 12:00:00 AM,04/30/2017 12:00:00 AM,,International District,2,West,"Washington State Labor Council, AFL-CIO",100
2017-02-03T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Top Pot Doughnut Dash,S17AP112,04/30/2017 12:00:00 AM,04/30/2017 12:00:00 AM,,Green Lake,6,North,Pro- Motion Events,2250
2017-04-18T00:00:00.000,Complete,Special Event,Free Speech,,May 1st Immigrant and Workers Rights March and Rally,S17MY281,05/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,,Downtown,7,West,El Comite/May 1st Action Coalition,525
2017-03-29T00:00:00.000,Complete,Special Event,Free Speech,,May Day: Veteran Anti War Formation,S17MY240,05/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,,Downtown,7,West,Washington Veteran Action Network,105
2017-03-17T00:00:00.000,Complete,Special Event,Commercial,,5th Avenue Theatre Student Matinee - The Secret Garden,S17MY208,05/03/2017 12:00:00 AM,05/03/2017 12:00:00 AM,,Downtown,7,West,The 5th Avenue Theatre,2020
2017-05-02T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Seattle Children's Theater Onstage Gala,S17MY304,05/05/2017 12:00:00 AM,05/05/2017 12:00:00 AM,,Queen Anne,7,West,Butler Valet,150
2017-02-01T00:00:00.000,Complete,Special Event,Commercial,,Cinco De Mayo - Tacos Guaymas,S17MY108,05/05/2017 12:00:00 AM,05/05/2017 12:00:00 AM,,Green Lake,6,North,Tacos Guaymas Greenlake Inc,950
2017-03-08T00:00:00.000,Cancelled,Special Event,Athletic,Water,UW Rowing - Opening Day Eve,S17MY178,05/05/2017 12:00:00 AM,05/05/2017 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",University of Washington Rowing,150
2017-02-13T00:00:00.000,Complete,Special Event,Community,,Art Rising,S17MY121,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,,Cascade / Eastlake / South Lake Union,4,West,SLU Chamber,4525
2017-02-23T00:00:00.000,Complete,Special Event,Free Speech,,Cannabis Freedom March,S17MY148,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Cannabis Freedom March,425
2017-02-14T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Fiesta 5K Ole & Taco Truck Challenge,S17MY147,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Volunteer Park,Capitol Hill,3,East,"Fizz Events, LLC",6600
2016-11-15T00:00:00.000,Cancelled,Special Event,Athletic,Run/Walk,Fiesta 5K Ole [DUPLICATE],S17MY009,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,,Fremont,4,North,"Fizz Events, LLC",3500
2017-02-03T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,March of Dimes - March for Babies Greater Puget Sound,S17MY110,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,,Downtown,7,West,March of Dimes,4110
2017-03-13T00:00:00.000,Complete,Special Event,Community,,National Build-A-Bike Day,S17MY201,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,,Rainier Valley,2,South,McDonalds,255
2017-01-30T00:00:00.000,Complete,Special Event,Community,,Opening Day of Boating Season Parade,S17MY094,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",Seattle Yacht Club,4700
2017-02-16T00:00:00.000,Complete,Special Event,Athletic,Water,Opening Day Regatta,S17MY138,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",University of Washington Rowing,1150
2017-03-15T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (5.6),S17MY255,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2016-12-12T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,World Vision 6K For Water,S17MY035,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Gas Works Park,Fremont,6,North,Bold Hat Productions / World Vision,1625
2017-02-28T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Ballard Locks Centennial 5K,S17MY163,05/07/2017 12:00:00 AM,05/07/2017 12:00:00 AM,,Ballard,6,North,Pro-Motion Events,1250
2017-03-17T00:00:00.000,Complete,Special Event,Community,,Immortal Regiment Rally,S17MY209,05/07/2017 12:00:00 AM,05/07/2017 12:00:00 AM,,Pioneer Square,3,West,Russian-American Youth Association (RAYA),1000
2017-02-22T00:00:00.000,Complete,Special Event,Community,,Mobile Food Rodeo - Taco Libre,S17MY149,05/07/2017 12:00:00 AM,05/07/2017 12:00:00 AM,,Fremont,6,North,Piranha Blonde,10000
2017-04-18T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (5.9),S17MY290,05/09/2017 12:00:00 AM,05/09/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,35
2017-04-18T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Plantation Design,S17MY291,05/11/2017 12:00:00 AM,05/11/2017 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,40
2017-05-02T00:00:00.000,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden,S17MY303,05/11/2017 12:00:00 AM,05/13/2017 12:00:00 AM,,Pioneer Square,3,West,Fuel Sports Eats and Beats,650
2017-02-20T00:00:00.000,Complete,Special Event,Community,,International Night  - McDonald International Elementary School,S17MY144,05/13/2017 12:00:00 AM,05/13/2017 12:00:00 AM,,Wallingford,4,North,McDonald International Elementary School,850
2017-02-12T00:00:00.000,Complete,Special Event,Community,,Madrona Mayfair,S17MY120,05/13/2017 12:00:00 AM,05/13/2017 12:00:00 AM,,Madrona / Leschi,3,East,Madrona Community Council (MCC),475
2017-04-03T00:00:00.000,Complete,Special Event,Community,,SODO Flea (5.13),S17MY260,05/13/2017 12:00:00 AM,05/13/2017 12:00:00 AM,,Duwamish / SODO,2,West,SODO Flea,2000
2017-01-09T00:00:00.000,Complete,Special Event,Commercial,,Upstream Music Fest + Summit,S17MY061,05/11/2017 12:00:00 AM,05/13/2017 12:00:00 AM,,Duwamish / SODO,2,West,"Vulcan, Inc.",35500
2017-04-07T00:00:00.000,Cancelled,Special Event,Community,,Parking Lot Party U2 Century Link concert,S17MY271,05/14/2017 12:00:00 AM,05/14/2017 12:00:00 AM,,Duwamish / SODO,2,South,CBS Radio,778
2017-02-11T00:00:00.000,Complete,Special Event,Commercial,,Seattle Beer Week Events at Reuben's Brews,S17MY119,05/10/2017 12:00:00 AM,05/14/2017 12:00:00 AM,,Ballard,6,North,Reuben's Brews,
2016-12-01T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,The Color Run Seattle 2017,S17MY013,05/14/2017 12:00:00 AM,05/14/2017 12:00:00 AM,,Downtown,7,West,"The Color Run, LLC",9200
2017-05-12T00:00:00.000,Complete,Special Event,Free Speech,,Rally Against the Travel Ban,S17MY321,05/15/2017 12:00:00 AM,05/15/2017 12:00:00 AM,,Downtown,7,West,Americans for Refugees and Immigrants,200
2017-03-24T00:00:00.000,Complete,Special Event,Commercial,,National Geographic Student Matinee (5.16),S17MY226,05/16/2017 12:00:00 AM,05/16/2017 12:00:00 AM,,Downtown,7,West,National Geographic/ Seattle Symphony,1820
2017-04-18T00:00:00.000,Complete,Special Event,Community,,goldRush Rally,S17MY282,05/17/2017 12:00:00 AM,05/17/2017 12:00:00 AM,,Downtown,7,West,goldRush Rally,92
2017-03-24T00:00:00.000,Complete,Special Event,Commercial,,Open Rehersal Student Concert (5.17),S17MY227,05/17/2017 12:00:00 AM,05/17/2017 12:00:00 AM,,Downtown,7,West,Seattle Symphony,1520
2017-02-23T00:00:00.000,Complete,Special Event,Community,,Seattle Norwegian 17th of May Parade,S17MY156,05/17/2017 12:00:00 AM,05/17/2017 12:00:00 AM,,Ballard,6,North,17th of May Committee,4850
2017-02-15T00:00:00.000,Complete,Special Event,Commercial,,Tableau Software Company Party,S17MY133,05/15/2017 12:00:00 AM,05/17/2017 12:00:00 AM,,Fremont,4,North,Tableau Software,2050
2017-05-15T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Seattle Children's at Rainier Club (5.18),S17MY323,05/18/2017 12:00:00 AM,05/18/2017 12:00:00 AM,,Downtown,7,West,Butler Valet,75
2017-05-09T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Block 41 (5.18),S17MY318,05/18/2017 12:00:00 AM,05/18/2017 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,150
2016-12-06T00:00:00.000,Complete,Special Event,Commercial,,Localicious - Living Future 2017,S17MY021,05/18/2017 12:00:00 AM,05/19/2017 12:00:00 AM,,Downtown,7,West,International Living Future Institute,1820
2017-03-15T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (5.20),S17MY256,05/20/2017 12:00:00 AM,05/20/2017 12:00:00 AM,Occidental Park,Pioneer Square,3,West,Sounders FC,500
2017-03-22T00:00:00.000,Complete,Special Event,Community,,West Seattle Bee Festival,S17MY217,05/20/2017 12:00:00 AM,05/20/2017 12:00:00 AM,,West Seattle,1,Southwest,Events Committee of the Open Spaces Assocation (ECOSA),470
2017-01-25T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Great Strides Seattle,S17MY091,05/21/2017 12:00:00 AM,05/21/2017 12:00:00 AM,Myrtle Edwards Park,Multiple Neighborhoods,7,West,Cystic Fibrosis Foundation,650
2017-02-10T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Nordstrom Beat the Bridge 8K Run and Walk,S17MY118,05/21/2017 12:00:00 AM,05/21/2017 12:00:00 AM,,University District,4,North,Juvenile Diabetes Research Foundation,11000
2017-05-09T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - SODO Park,S17MY319,05/21/2017 12:00:00 AM,05/21/2017 12:00:00 AM,,Duwamish / SODO,2,South,Red Carpet Valet,50
2016-12-12T00:00:00.000,Complete,Special Event,Community,,Seattle Spring Opener,S17JU027,05/21/2017 12:00:00 AM,05/21/2017 12:00:00 AM,,Georgetown,2,South,Seattle Spring Opener,480
2017-02-03T00:00:00.000,Complete,Special Event,Community,,The University District Street Fair,S17MY111,05/20/2017 12:00:00 AM,05/21/2017 12:00:00 AM,,University District,4,North,The U District Partnership,40050
